Policy Title,Policy Locking,Policy Modified,Policy Last Evaluated,Asset Groups,IPs,Asset Tags,PC Agent IPs,Technologies,Controls,Assets,Control Instances,Passed,Failures,Error,Approved Exceptions,Pending Exceptions
TLT-GISS-2021 - Microsoft Windows Server 2019 (Domain Controller) Level 1.v1,Unlocked,08/09/2023 at 15:24:51 (GMT+0700),11/27/2023 at 08:53:20 (GMT+0700),,,"Included(all): BU~TLT - Thailand, Type: Domain Controller, OS: Windows Server 2019;
Excluded(any);",No,"Windows 2019 Server,Windows 2019 Active Directory",85,16,1376,1305(94.84%),71(5.16%),0,0,0
