Policy Title,Policy Locking,Policy Modified,Policy Last Evaluated,Asset Groups,IPs,Asset Tags,PC Agent IPs,Technologies,Controls,Assets,Control Instances,Passed,Failures,Error,Approved Exceptions,Pending Exceptions
GISS-2021 - Windows 10 Enterprise Level 1.v1,Unlocked,05/09/2023 at 04:20:01 (GMT+0700),11/29/2023 at 04:10:37 (GMT+0700),,,"Included(all): BU~TLT - Thailand, OS: Windows 10;
Excluded(any);",Yes,Windows 10,103,905,93215,93205(99.99%),10(0.01%),0,0,0
